Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2004,UCLA,204,12,6,6,0,.500,361,309,52,204,358,154,57.0,2701,22,13,6.1,3.6,133.4,7.5,7.14,13.2
2002,UCLA,204,13,8,5,0,.615,387,326,61,204,367,163,55.6,2985,19,11,5.2,3.0,135.0,8.1,7.82,14.6
2001,California,204,11,1,10,0,.091,201,431,-230,204,427,223,47.8,2514,15,17,3.5,4.0,100.9,5.9,4.80,12.3
2017,Oregon,203,13,7,6,0,.538,468,377,91,203,311,108,65.3,2469,18,12,5.8,3.9,143.3,7.9,7.36,12.2
2000,Oregon,202,11,10,2,0,.833,316,219,97,202,392,190,51.5,2835,20,13,5.1,3.3,122.5,7.2,6.76,14.0
2022,Oregon State,201,13,10,3,0,.769,419,260,159,201,322,121,62.4,2594,16,13,5.0,4.0,138.4,8.1,7.23,12.9
2001,Arizona,200,11,5,6,0,.455,320,377,-57,200,368,168,54.3,2753,21,17,5.7,4.6,126.8,7.5,6.54,13.8
2001,Oregon State,199,11,5,6,0,.455,287,259,28,199,366,167,54.4,2719,15,13,4.1,3.6,123.2,7.4,6.65,13.7
2009,Oregon,197,13,10,3,0,.769,469,309,160,197,338,141,58.3,2344,16,7,4.7,2.1,128.0,6.9,6.95,11.9
2000,UCLA,196,11,6,6,0,.500,333,347,-14,196,363,167,54.0,2904,23,11,6.3,3.0,136.0,8.0,7.90,14.8
2009,Washington State,195,12,1,11,0,.083,144,462,-318,195,372,177,52.4,2135,11,16,3.0,4.3,101.8,5.7,4.40,10.9
2001,Oregon,194,11,11,1,0,.917,374,240,134,194,335,141,57.9,2570,24,5,7.2,1.5,143.0,7.7,8.43,13.2
2016,Oregon State,193,12,4,8,0,.333,314,366,-52,193,353,160,54.7,2086,13,11,3.7,3.1,110.2,5.9,5.24,10.8
2011,UCLA,193,14,6,8,0,.429,323,439,-116,193,346,153,55.8,2776,18,9,5.2,2.6,135.1,8.0,7.89,14.4
2008,Washington State,191,13,2,11,0,.154,165,570,-405,191,361,170,52.9,1898,6,21,1.7,5.8,90.9,5.3,2.97,9.9
2006,Arizona,191,12,6,6,0,.500,199,235,-36,191,356,165,53.7,2024,9,14,2.5,3.9,101.9,5.7,4.42,10.6
2000,Arizona State,191,11,6,6,0,.500,296,272,24,191,407,216,46.9,2935,21,12,5.2,2.9,118.6,7.2,6.92,15.4
2013,Stanford,190,14,11,3,0,.786,452,266,186,190,311,121,61.1,2771,21,10,6.8,3.2,151.8,8.9,8.81,14.6
2006,Arizona State,190,13,7,6,0,.538,348,326,22,190,349,159,54.4,2569,23,14,6.6,4.0,130.0,7.4,6.87,13.5
2002,Stanford,190,11,2,9,0,.182,225,377,-152,190,369,179,51.5,1960,14,22,3.8,6.0,96.7,5.3,3.39,10.3
2023,Utah,189,13,8,5,0,.615,301,251,50,189,328,139,57.6,2156,15,11,4.6,3.4,121.2,6.6,5.98,11.4
2004,Washington State,189,11,5,6,0,.455,275,307,-32,189,389,200,48.6,2647,20,12,5.1,3.1,116.5,6.8,6.44,14.0
2003,Stanford,189,11,4,7,0,.364,186,324,-138,189,397,208,47.6,2059,12,18,3.0,4.5,92.1,5.2,3.75,10.9
2011,Utah,188,13,8,5,0,.615,325,263,62,188,334,146,56.3,2252,19,10,5.7,3.0,125.7,6.7,6.53,12.0
2000,Stanford,186,11,5,6,0,.455,261,294,-33,186,385,199,48.3,2605,20,11,5.2,2.9,116.6,6.8,6.52,14.0
2010,California,185,12,5,7,0,.417,310,271,39,185,332,147,55.7,2101,16,11,4.8,3.3,118.2,6.3,5.80,11.4
2007,UCLA,185,13,6,7,0,.462,291,290,1,185,389,204,47.6,2374,13,15,3.3,3.9,102.1,6.1,5.04,12.8
2003,Arizona,185,12,2,10,0,.167,181,429,-248,185,395,210,46.8,2204,14,23,3.5,5.8,93.8,5.6,3.67,11.9
2017,Arizona,183,13,7,6,0,.538,537,447,90,183,295,112,62.0,2343,19,13,6.4,4.4,141.2,7.9,7.25,12.8
2022,Colorado,179,12,1,11,0,.083,185,534,-349,179,360,181,49.7,2075,10,10,2.8,2.8,101.8,5.8,5.07,11.6
2016,Stanford,179,13,10,3,0,.769,342,265,77,179,305,126,58.7,2056,15,9,4.9,3.0,125.6,6.7,6.40,11.5
2006,Washington,179,12,5,7,0,.417,262,311,-49,179,373,194,48.0,2326,19,16,5.1,4.3,108.6,6.2,5.32,13.0
2020,USC,178,6,5,1,0,.833,200,156,44,178,265,87,67.2,1916,17,7,6.4,2.6,143.8,7.2,7.32,10.8
2001,Arizona State,178,11,4,7,0,.364,374,361,13,178,348,170,51.1,2852,24,15,6.9,4.3,134.1,8.2,7.64,16.0
2007,Washington,177,13,4,9,0,.308,380,411,-31,177,385,208,46.0,2485,18,15,4.7,3.9,107.8,6.5,5.64,14.0
2001,Stanford,176,11,9,3,0,.750,408,315,93,176,332,156,53.0,2756,25,12,7.5,3.6,140.4,8.3,8.18,15.7
2009,Stanford,174,13,8,5,0,.615,461,345,116,174,313,139,55.6,2722,14,6,4.5,1.9,139.6,8.7,8.73,15.6
2008,Washington,173,12,0,12,0,.000,159,463,-304,173,366,193,47.3,1966,6,15,1.6,4.1,89.6,5.4,3.86,11.4
2000,Washington State,172,11,4,7,0,.364,281,354,-73,172,341,169,50.4,2656,19,11,5.6,3.2,127.8,7.8,7.45,15.4
2000,Washington,171,11,11,1,0,.917,353,246,107,171,325,154,52.6,2158,14,11,4.3,3.4,115.8,6.6,5.98,12.6
2005,Washington,170,11,2,9,0,.182,237,337,-100,170,324,154,52.5,2451,12,8,3.7,2.5,123.3,7.6,7.19,14.4
2006,Stanford,167,12,1,11,0,.083,127,377,-250,167,316,149,52.8,2002,10,11,3.2,3.5,109.5,6.3,5.40,12.0
2005,California,167,12,8,4,0,.667,395,254,141,167,321,154,52.0,2312,22,17,6.9,5.3,124.6,7.2,6.19,13.8
2000,California,165,11,3,8,0,.273,246,295,-49,165,354,189,46.6,2129,15,13,4.2,3.7,103.8,6.0,5.21,12.9
2004,Arizona,164,11,3,8,0,.273,164,275,-111,164,312,148,52.6,1876,10,11,3.2,3.5,106.6,6.0,5.07,11.4
2010,UCLA,162,12,4,8,0,.333,242,364,-122,162,318,156,50.9,1693,9,14,2.8,4.4,96.2,5.3,3.91,10.5
2008,Stanford,162,12,5,7,0,.417,315,329,-14,162,287,125,56.4,1826,11,15,3.8,5.2,112.1,6.4,4.78,11.3
2015,Oregon State,161,12,2,10,0,.167,228,444,-216,161,343,182,46.9,1909,10,11,2.9,3.2,96.9,5.6,4.71,11.9
2004,Washington,161,11,1,10,0,.091,154,334,-180,161,401,240,40.1,2099,8,24,2.0,6.0,78.7,5.2,2.94,13.0
2016,Arizona,157,12,3,9,0,.250,297,460,-163,157,306,149,51.3,2137,13,12,4.2,3.9,116.1,7.0,6.07,13.6
2000,Oregon State,155,11,11,1,0,.917,359,203,156,155,320,165,48.4,2479,17,7,5.3,2.2,126.7,7.7,7.83,16.0
2021,Colorado,154,12,4,8,0,.333,225,320,-95,154,269,115,57.2,1575,10,3,3.7,1.1,116.5,5.9,6.10,10.2
2001,UCLA,153,11,7,4,0,.636,317,225,92,153,292,139,52.4,2399,13,13,4.5,4.5,127.2,8.2,7.10,15.7
2020,Stanford,145,6,4,2,0,.667,176,190,-14,145,222,77,65.3,1724,7,3,3.2,1.4,138.3,7.8,7.79,11.9
2020,Oregon State,134,7,2,5,0,.286,202,233,-31,134,233,99,57.5,1479,11,5,4.7,2.1,122.1,6.3,6.33,11.0
2020,UCLA,130,7,3,4,0,.429,248,215,33,130,200,70,65.0,1571,18,6,9.0,3.0,154.7,7.9,8.31,12.1
2000,Arizona,127,11,5,6,0,.455,254,237,17,127,273,146,46.5,1696,9,12,3.3,4.4,100.8,6.2,4.89,13.4
2020,Oregon,121,7,4,3,0,.571,219,198,21,121,191,70,63.4,1723,15,6,7.9,3.1,158.8,9.0,9.18,14.2
2020,Arizona,114,5,0,5,0,.000,87,199,-112,114,189,75,60.3,1065,6,7,3.2,3.7,110.7,5.6,4.60,9.3
2020,Colorado,98,6,4,2,0,.667,171,190,-19,98,178,80,55.1,1209,6,7,3.4,3.9,115.4,6.8,5.70,12.3
2020,Utah,95,5,3,2,0,.600,151,130,21,95,156,61,60.9,1079,6,7,3.8,4.5,122.7,6.9,5.67,11.4
2020,Washington State,94,4,1,3,0,.250,108,154,-46,94,152,58,61.8,1019,6,4,3.9,2.6,125.9,6.7,6.31,10.8
2020,California,85,4,1,3,0,.250,81,106,-25,85,138,53,61.6,771,6,3,4.3,2.2,118.5,5.6,5.48,9.1
2020,Washington,68,4,3,1,0,.750,121,100,21,68,111,43,61.3,906,4,3,3.6,2.7,136.3,8.2,7.67,13.3
2020,Arizona State,51,4,2,2,0,.500,161,93,68,51,87,36,58.6,777,5,1,5.7,1.1,150.3,8.9,9.56,15.2
2014,East Carolina,402,13,8,5,0,.615,466,336,130,402,637,235,63.1,4835,31,11,4.9,1.7,139.5,7.6,7.79,12.0
2013,SMU,400,12,5,7,0,.417,321,400,-79,400,619,219,64.6,4097,23,12,3.7,1.9,128.6,6.6,6.49,10.2
2016,East Carolina,359,12,3,9,0,.250,324,433,-109,359,554,195,64.8,4016,26,12,4.7,2.2,136.8,7.2,7.21,11.2
2024,North Texas,353,13,6,7,0,.462,436,444,-8,353,562,209,62.8,4267,33,14,5.9,2.5,141.0,7.6,7.65,12.1
2016,Houston,352,13,9,4,0,.692,466,305,161,352,523,171,67.3,3852,24,15,4.6,2.9,138.6,7.4,6.99,10.9
2015,Cincinnati,341,13,7,6,0,.538,440,405,35,341,547,206,62.3,4679,29,22,5.3,4.0,143.6,8.6,7.80,13.7
2022,Houston,337,13,8,5,0,.615,469,418,51,337,500,163,67.4,4082,40,10,8.0,2.0,158.4,8.2,8.86,12.1
2022,SMU,333,13,7,6,0,.538,484,440,44,333,513,180,64.9,4117,36,11,7.0,2.1,151.2,8.0,8.46,12.4
2022,East Carolina,323,13,8,5,0,.615,423,353,70,323,484,161,66.7,3776,28,5,5.8,1.0,149.3,7.8,8.49,11.7
2023,Memphis,321,13,10,3,0,.769,512,374,138,321,481,160,66.7,3984,33,10,6.9,2.1,154.8,8.3,8.72,12.4
2015,East Carolina,321,12,5,7,0,.417,329,312,17,321,473,152,67.9,3370,21,12,4.4,2.5,137.3,7.1,6.87,10.5
2024,UTSA,317,13,7,6,0,.538,431,391,40,317,509,192,62.3,3685,27,13,5.3,2.6,135.5,7.2,7.15,11.6
2021,SMU,313,12,8,4,0,.667,461,341,120,313,466,153,67.2,3654,39,12,8.4,2.6,155.5,7.8,8.36,11.7
2019,SMU,313,13,10,3,0,.769,544,434,110,313,502,189,62.4,4017,34,11,6.8,2.2,147.5,8.0,8.37,12.8
2015,Memphis,311,13,9,4,0,.692,522,355,167,311,465,154,66.9,3997,30,5,6.5,1.1,158.2,8.6,9.40,12.9
2013,Cincinnati,311,13,9,4,0,.692,417,273,144,311,469,158,66.3,3947,28,17,6.0,3.6,149.5,8.4,7.98,12.7
2013,Louisville,311,13,12,1,0,.923,457,158,299,311,439,128,70.8,4082,33,4,7.5,0.9,171.9,9.3,10.39,13.1
2024,Memphis,310,13,11,2,0,.846,464,310,154,310,479,169,64.7,3516,25,6,5.2,1.3,141.1,7.3,7.82,11.3
2021,Houston,307,14,12,2,0,.857,502,286,216,307,458,151,67.0,3800,32,12,7.0,2.6,154.5,8.3,8.52,12.4
2017,East Carolina,307,12,3,9,0,.250,299,540,-241,307,543,236,56.5,3815,26,16,4.8,2.9,125.5,7.0,6.66,12.4
2017,Memphis,307,13,10,3,0,.769,592,422,170,307,488,181,62.9,4355,39,10,8.0,2.0,160.1,8.9,9.60,14.2
2023,UAB,306,12,4,8,0,.333,359,443,-84,306,427,121,71.7,3467,22,13,5.2,3.0,150.8,8.1,7.78,11.3
2015,Tulsa,305,13,6,7,0,.462,483,518,-35,305,492,187,62.0,4332,25,8,5.1,1.6,149.5,8.8,9.09,14.2
2016,Memphis,303,13,8,5,0,.615,505,375,130,303,477,174,63.5,3957,34,10,7.1,2.1,152.5,8.3,8.78,13.1
2013,Houston,299,13,8,5,0,.615,431,283,148,299,518,219,57.7,3647,30,10,5.8,1.9,132.1,7.0,7.33,12.2
2014,Cincinnati,294,13,9,4,0,.692,442,354,88,294,491,197,59.9,3947,35,14,7.1,2.9,145.2,8.0,8.18,13.4
2024,Rice,293,12,4,8,0,.333,266,305,-39,293,478,185,61.3,2868,17,13,3.6,2.7,118.0,6.0,5.49,9.8
2022,UCF,291,14,9,5,0,.643,460,331,129,291,451,160,64.5,3377,22,9,4.9,2.0,139.5,7.5,7.57,11.6
2023,UTSA,290,13,9,4,0,.692,415,313,102,290,446,156,65.0,3248,25,14,5.6,3.1,138.4,7.3,6.99,11.2
2022,Memphis,290,13,7,6,0,.538,459,338,121,290,454,164,63.9,3629,23,8,5.1,1.8,144.2,8.0,8.21,12.5
2022,Temple,288,12,3,9,0,.250,263,351,-88,288,484,196,59.5,3217,18,12,3.7,2.5,122.7,6.6,6.27,11.2
2023,South Florida,287,13,7,6,0,.538,415,419,-4,287,448,161,64.1,3494,27,11,6.0,2.5,144.6,7.8,7.90,12.2
2017,UCF,287,13,13,0,0,1.000,627,329,298,287,424,137,67.7,4313,38,9,9.0,2.1,178.5,10.2,11.01,15.0
2018,East Carolina,285,12,3,9,0,.250,273,448,-175,285,568,283,50.2,3417,18,15,3.2,2.6,105.9,6.0,5.46,12.0
2024,UAB,284,12,3,9,0,.250,314,411,-97,284,446,162,63.7,3139,24,16,5.4,3.6,133.4,7.0,6.50,11.1
2023,North Texas,284,12,5,7,0,.417,414,445,-31,284,462,178,61.5,3656,33,9,7.1,1.9,147.6,7.9,8.47,12.9
2018,Houston,284,13,8,5,0,.615,571,483,88,284,474,190,59.9,3841,45,9,9.5,1.9,155.5,8.1,9.15,13.5
2015,Houston,284,14,13,1,0,.929,566,290,276,284,432,148,65.7,3476,22,7,5.1,1.6,146.9,8.0,8.34,12.2
2023,Temple,283,12,3,9,0,.250,253,428,-175,283,508,225,55.7,3320,23,16,4.5,3.1,119.2,6.5,6.02,11.7
2017,SMU,283,13,7,6,0,.538,492,477,15,283,487,204,58.1,3823,35,13,7.2,2.7,142.4,7.9,8.09,13.5
2019,Temple,282,13,8,5,0,.615,342,337,5,282,472,190,59.7,3312,26,13,5.5,2.8,131.4,7.0,6.88,11.7
2019,Memphis,281,14,12,2,0,.857,566,370,196,281,441,160,63.7,4177,33,11,7.5,2.5,163.0,9.5,9.85,14.9
2017,Houston,281,12,7,5,0,.583,339,286,53,281,411,130,68.4,3136,16,12,3.9,2.9,139.5,7.6,7.09,11.2
2023,SMU,274,14,11,3,0,.786,542,249,293,274,465,191,58.9,3897,33,8,7.1,1.7,149.3,8.4,9.03,14.2
2014,Houston,272,13,8,5,0,.615,387,268,119,272,450,178,60.4,2993,18,15,4.0,3.3,122.8,6.7,5.95,11.0
2019,UCF,271,13,10,3,0,.769,564,299,265,271,457,186,59.3,4117,36,8,7.9,1.8,157.5,9.0,9.80,15.2
2019,East Carolina,270,12,4,8,0,.333,321,404,-83,270,451,181,59.9,3466,22,10,4.9,2.2,136.1,7.7,7.66,12.8
2013,UCF,269,13,12,1,0,.923,450,277,173,269,404,135,66.6,3661,26,11,6.4,2.7,158.5,9.1,9.12,13.6
2023,Rice,268,13,6,7,0,.462,384,365,19,268,431,163,62.2,3282,29,16,6.7,3.7,140.9,7.6,7.29,12.2
2021,Memphis,268,12,6,6,0,.500,361,351,10,268,445,177,60.2,3585,26,11,5.8,2.5,142.2,8.1,8.11,13.4
2018,SMU,268,12,5,7,0,.417,365,423,-58,268,468,200,57.3,3260,28,8,6.0,1.7,132.1,7.0,7.39,12.2
2016,Tulsa,267,13,10,3,0,.769,552,388,164,267,449,182,59.5,3449,33,12,7.3,2.7,142.9,7.7,7.95,12.9
2023,Florida Atlantic,265,12,4,8,0,.333,285,306,-21,265,412,147,64.3,2586,19,15,4.6,3.6,125.0,6.3,5.56,9.8
2014,Tulsa,263,12,2,10,0,.167,296,471,-175,263,481,218,54.7,3176,23,18,4.8,3.7,118.4,6.6,5.88,12.1
2024,South Florida,262,13,7,6,0,.538,418,387,31,262,443,181,59.1,2957,16,10,3.6,2.3,122.6,6.7,6.38,11.3
2017,Temple,262,13,7,6,0,.538,326,335,-9,262,453,191,57.8,3273,21,15,4.6,3.3,127.2,7.2,6.66,12.5
2014,Memphis,262,13,10,3,0,.769,471,253,218,262,418,156,62.7,3076,23,9,5.5,2.2,138.3,7.4,7.49,11.7
2021,East Carolina,261,12,7,5,0,.583,356,315,41,261,423,162,61.7,3249,21,11,5.0,2.6,137.4,7.7,7.50,12.4
2016,Cincinnati,259,12,4,8,0,.333,232,323,-91,259,453,194,57.2,3071,19,15,4.2,3.3,121.3,6.8,6.13,11.9
2024,East Carolina,258,13,8,5,0,.615,416,355,61,258,428,170,60.3,3432,26,23,6.1,5.4,136.9,8.0,6.82,13.3
2021,Cincinnati,257,14,13,1,0,.929,516,236,280,257,400,143,64.3,3377,29,9,7.3,2.3,154.6,8.4,8.88,13.1
2018,Memphis,256,14,8,6,0,.571,601,447,154,256,413,157,62.0,3405,28,10,6.8,2.4,148.8,8.2,8.51,13.3
2017,Connecticut,256,12,3,9,0,.250,283,455,-172,256,421,165,60.8,3230,18,11,4.3,2.6,134.1,7.7,7.35,12.6
2020,Memphis,255,11,8,3,0,.727,341,307,34,255,423,168,60.3,3387,31,10,7.3,2.4,147.0,8.0,8.41,13.3
2019,Tulsa,254,12,4,8,0,.333,317,376,-59,254,444,190,57.2,3376,20,9,4.5,2.0,131.9,7.6,7.59,13.3
2021,UCF,252,13,9,4,0,.692,415,319,96,252,390,138,64.6,2680,29,9,7.4,2.3,142.3,6.9,7.32,10.6
2018,South Florida,252,13,7,6,0,.538,370,416,-46,252,432,180,58.3,3152,17,12,3.9,2.8,127.1,7.3,6.83,12.5
2018,Temple,252,13,8,5,0,.615,454,352,102,252,442,190,57.0,3297,20,19,4.5,4.3,126.0,7.5,6.43,13.1
2020,UCF,249,10,6,4,0,.600,422,332,90,249,415,166,60.0,3574,32,4,7.7,1.0,155.9,8.6,9.72,14.4
2015,Temple,249,14,10,4,0,.714,417,281,136,249,438,189,56.8,3037,20,8,4.6,1.8,126.5,6.9,7.03,12.2
2024,Tulsa,248,12,3,9,0,.250,300,510,-210,248,438,190,56.6,2863,23,12,5.3,2.7,123.4,6.5,6.35,11.5
2022,Cincinnati,248,13,9,4,0,.692,380,268,112,248,415,167,59.8,3155,22,8,5.3,1.9,137.3,7.6,7.80,12.7
2016,SMU,248,12,5,7,0,.417,332,435,-103,248,456,208,54.4,3168,22,17,4.8,3.7,121.2,6.9,6.23,12.8
2020,SMU,246,10,7,3,0,.700,386,309,77,246,376,130,65.4,3180,23,6,6.1,1.6,153.5,8.5,8.96,12.9
2017,Cincinnati,245,12,4,8,0,.333,251,382,-131,245,434,189,56.5,2597,20,9,4.6,2.1,117.8,6.0,5.97,10.6
2021,Tulsa,244,13,7,6,0,.538,343,346,-3,244,411,167,59.4,3269,18,16,4.4,3.9,132.8,8.0,7.08,13.4
2016,UCF,244,13,6,7,0,.462,374,320,54,244,448,204,54.5,2726,14,9,3.1,2.0,111.9,6.1,5.81,11.2
2024,Temple,242,12,3,9,0,.250,235,425,-190,242,411,169,58.9,2592,16,14,3.9,3.4,117.9,6.3,5.55,10.7
2022,Tulane,241,14,12,2,0,.857,504,311,193,241,379,138,63.6,3312,30,5,7.9,1.3,160.5,8.7,9.73,13.7
2022,Tulsa,241,12,5,7,0,.417,367,397,-30,241,414,173,58.2,3278,27,10,6.5,2.4,141.4,7.9,8.14,13.6
2013,Connecticut,241,12,3,9,0,.250,247,363,-116,241,439,198,54.9,2810,16,18,3.6,4.1,112.5,6.4,5.28,11.7
2014,Tulane,240,12,3,9,0,.250,192,341,-149,240,443,203,54.2,2415,13,18,2.9,4.1,101.5,5.5,4.21,10.1
2013,Rutgers,240,13,6,7,0,.462,345,387,-42,240,442,202,54.3,3063,22,22,5.0,5.0,119.0,6.9,5.69,12.8
2013,Temple,235,12,2,10,0,.167,299,358,-59,235,418,183,56.2,2996,23,11,5.5,2.6,129.3,7.2,7.08,12.7
2014,UCF,233,13,9,4,0,.692,365,249,116,233,416,183,56.0,3059,23,15,5.5,3.6,128.8,7.4,6.84,13.1
2016,Temple,232,14,10,4,0,.714,453,258,195,232,403,171,57.6,3324,22,13,5.5,3.2,138.4,8.2,7.89,14.3
2014,SMU,230,12,1,11,0,.083,133,496,-363,230,430,200,53.5,2024,6,14,1.4,3.3,91.1,4.7,3.52,8.8
2023,Tulane,229,14,11,3,0,.786,369,287,82,229,368,139,62.2,3010,25,7,6.8,1.9,149.5,8.2,8.68,13.1
2019,Connecticut,228,12,2,10,0,.167,227,486,-259,228,382,154,59.7,2592,14,15,3.7,3.9,120.9,6.8,5.75,11.4
2018,Cincinnati,227,13,11,2,0,.846,454,224,230,227,374,147,60.7,2847,22,7,5.9,1.9,140.3,7.6,7.95,12.5
2016,South Florida,225,13,11,2,0,.846,569,411,158,225,358,133,62.8,2941,26,8,7.3,2.2,151.4,8.2,8.66,13.1
2018,UCF,224,13,12,1,0,.923,562,295,267,224,392,168,57.1,3347,29,7,7.4,1.8,149.7,8.5,9.21,14.9
2021,Temple,214,12,3,9,0,.250,196,450,-254,214,364,150,58.8,2135,10,9,2.7,2.5,112.2,5.9,5.30,10.0
2014,Temple,214,12,6,6,0,.500,277,210,67,214,403,189,53.1,2408,13,16,3.2,4.0,106.0,6.0,4.83,11.3
2021,Tulane,213,12,2,10,0,.167,331,408,-77,213,376,163,56.6,2661,23,13,6.1,3.5,129.4,7.1,6.74,12.5
2016,Connecticut,213,12,3,9,0,.250,178,337,-159,213,380,167,56.1,2432,8,11,2.1,2.9,111.0,6.4,5.52,11.4
2015,UCF,211,12,0,12,0,.000,167,452,-285,211,425,214,49.6,2250,13,23,3.1,5.4,93.4,5.3,3.47,10.7
2023,East Carolina,208,12,2,10,0,.167,208,269,-61,208,388,180,53.6,1967,7,14,1.8,3.6,94.9,5.1,3.81,9.5
2019,Cincinnati,208,14,11,3,0,.786,415,288,127,208,377,169,55.2,2552,19,11,5.0,2.9,122.8,6.8,6.46,12.3
2024,Tulane,207,14,9,5,0,.643,491,289,202,207,329,122,62.9,2931,25,9,7.6,2.7,157.4,8.9,9.20,14.2
2013,Memphis,206,12,3,9,0,.250,234,295,-61,206,361,155,57.1,2078,9,11,2.5,3.0,107.5,5.8,4.88,10.1
2024,Florida Atlantic,205,12,3,9,0,.250,311,363,-52,205,350,145,58.6,2503,14,11,4.0,3.1,125.6,7.2,6.54,12.2
2015,Tulane,205,12,3,9,0,.250,236,435,-199,205,403,198,50.9,2415,18,10,4.5,2.5,111.0,6.0,5.77,11.8
2015,SMU,202,12,2,10,0,.167,333,548,-215,202,366,164,55.2,2616,19,8,5.2,2.2,128.0,7.1,7.20,13.0
2015,Connecticut,201,13,6,7,0,.462,223,253,-30,201,342,141,58.8,2412,10,10,2.9,2.9,121.8,7.1,6.32,12.0
2018,Connecticut,199,12,1,11,0,.083,266,605,-339,199,350,151,56.9,2147,20,17,5.7,4.9,117.5,6.1,5.09,10.8
2020,Cincinnati,197,10,9,1,0,.900,375,168,207,197,295,98,66.8,2386,20,6,6.8,2.0,153.0,8.1,8.53,12.1
2019,Tulane,197,13,7,6,0,.538,430,342,88,197,336,139,58.6,2679,19,10,5.7,3.0,138.3,8.0,7.76,13.6
2017,South Florida,196,12,10,2,0,.833,459,282,177,196,367,171,53.4,2987,25,6,6.8,1.6,141.0,8.1,8.77,15.2
2021,South Florida,191,12,2,10,0,.167,278,416,-138,191,354,163,54.0,2309,6,12,1.7,3.4,107.6,6.5,5.34,12.1
2023,Tulsa,190,12,4,8,0,.333,281,406,-125,190,334,144,56.9,2456,20,19,6.0,5.7,127.0,7.4,5.99,12.9
2022,South Florida,188,12,1,11,0,.083,336,494,-158,188,326,138,57.7,2315,18,9,5.5,2.8,130.0,7.1,6.96,12.3
2020,South Florida,187,9,1,8,0,.111,208,359,-151,187,313,126,59.7,1949,12,6,3.8,1.9,120.9,6.2,6.13,10.4
2023,Charlotte,186,12,3,9,0,.250,210,343,-133,186,328,142,56.7,2013,7,16,2.1,4.9,105.5,6.1,4.37,10.8
2014,Connecticut,185,12,2,10,0,.167,186,358,-172,185,342,157,54.1,2032,12,12,3.5,3.5,108.6,5.9,5.06,11.0
2014,South Florida,179,12,4,8,0,.333,206,324,-118,179,364,185,49.2,2361,11,11,3.0,3.0,107.6,6.5,5.73,13.2
2024,Charlotte,177,12,5,7,0,.417,284,421,-137,177,353,176,50.1,2689,16,14,4.5,4.0,121.2,7.6,6.74,15.2
2019,South Florida,177,12,4,8,0,.333,250,347,-97,177,328,151,54.0,2035,18,10,5.5,3.0,118.1,6.2,5.93,11.5
2015,South Florida,177,13,8,5,0,.615,437,298,139,177,299,122,59.2,2526,26,9,8.7,3.0,152.8,8.4,8.83,14.3
2020,East Carolina,176,9,3,6,0,.333,272,319,-47,176,293,117,60.1,2066,19,9,6.5,3.1,134.6,7.1,6.97,11.7
2019,Houston,176,12,4,8,0,.333,368,408,-40,176,312,136,56.4,2440,19,12,6.1,3.8,134.5,7.8,7.31,13.9
2020,Houston,175,8,3,5,0,.375,240,256,-16,175,297,122,58.9,2126,15,10,5.1,3.4,129.0,7.2,6.65,12.1
2020,Tulsa,173,9,6,3,0,.667,244,194,50,173,306,133,56.5,2275,15,11,4.9,3.6,128.0,7.4,6.80,13.2
2018,Tulsa,171,12,3,9,0,.250,289,355,-66,171,317,146,53.9,2125,13,10,4.1,3.2,117.5,6.7,6.10,12.4
2013,South Florida,166,12,2,10,0,.167,165,343,-178,166,357,191,46.5,2002,7,16,2.0,4.5,91.1,5.6,3.98,12.1
2020,Tulane,165,12,6,6,0,.500,416,337,79,165,313,148,52.7,2120,21,10,6.7,3.2,125.4,6.8,6.68,12.8
2017,Tulsa,156,12,2,10,0,.167,352,450,-98,156,292,136,53.4,2077,6,8,2.1,2.7,114.5,7.1,6.29,13.3
2018,Tulane,152,13,7,6,0,.538,349,358,-9,152,300,148,50.7,2380,15,7,5.0,2.3,129.1,7.9,7.88,15.7
2020,Temple,146,7,1,6,0,.143,139,260,-121,146,240,94,60.8,1466,11,11,4.6,4.6,118.1,6.1,4.96,10.0
2017,Tulane,136,12,5,7,0,.417,330,350,-20,136,241,105,56.4,1920,12,6,5.0,2.5,134.8,8.0,7.84,14.1
2016,Tulane,109,12,4,8,0,.333,289,332,-43,109,258,149,42.2,1360,10,8,3.9,3.1,93.1,5.3,4.65,12.5
2023,Navy,102,12,5,7,0,.417,212,269,-57,102,199,97,51.3,1268,10,5,5.0,2.5,116.3,6.4,6.25,12.4
2024,Navy,99,13,10,3,0,.769,407,288,119,99,179,80,55.3,1609,15,6,8.4,3.4,151.8,9.0,9.16,16.3
2016,Navy,93,14,9,5,0,.643,531,434,97,93,158,65,58.9,1794,9,7,5.7,4.4,164.2,11.4,10.50,19.3
2024,Army,66,14,12,2,0,.857,435,217,218,66,122,56,54.1,1128,10,4,8.2,3.3,152.3,9.2,9.41,17.1
2015,Navy,64,13,11,2,0,.846,478,284,194,64,122,58,52.5,1280,9,2,7.4,1.6,161.7,10.5,11.23,20.0
2020,Navy,57,10,3,7,0,.300,166,303,-137,57,124,67,46.0,974,6,4,4.8,3.2,121.5,7.9,7.37,17.1
2019,Navy,55,13,11,2,0,.846,483,290,193,55,103,48,53.4,1238,10,4,9.7,3.9,178.6,12.0,12.21,22.5
