Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att,Yds,Y/A,TD
2019,Kansas State,533,13,8,5,0,.615,385,278,107,533,2334,4.4,29
2017,Texas Christian,533,14,11,3,0,.786,470,266,204,533,2438,4.6,27
2015,Kansas State,530,13,6,7,0,.462,389,409,-20,530,2041,3.9,29
2007,Missouri,530,14,12,2,0,.857,558,326,232,530,2467,4.7,29
2024,West Virginia,529,13,6,7,0,.462,379,415,-36,529,2518,4.8,27
2023,UCF,529,13,6,7,0,.462,407,335,72,529,2967,5.6,28
2015,Texas,529,12,5,7,0,.417,317,364,-47,529,2698,5.1,27
2023,Texas,527,14,12,2,0,.857,501,265,236,527,2638,5.0,29
2012,Kansas State,526,13,11,2,0,.846,505,288,217,526,2522,4.8,42
2005,Oklahoma,526,12,8,4,0,.667,323,277,46,526,2130,4.0,27
2022,Texas Tech,525,13,8,5,0,.615,445,379,66,525,2066,3.9,28
2018,Oklahoma,522,14,12,2,0,.857,677,466,211,522,3470,6.6,42
2006,Oklahoma State,522,13,7,6,0,.538,458,333,125,522,2704,5.2,28
2003,Oklahoma State,522,13,9,4,0,.692,467,326,141,522,2831,5.4,34
2023,Oklahoma,521,13,10,3,0,.769,542,305,237,521,2368,4.5,32
2018,Oklahoma State,519,13,7,6,0,.538,499,422,77,519,2479,4.8,30
2017,Kansas State,519,13,8,5,0,.615,420,327,93,519,2584,5.0,29
2012,Oklahoma State,519,13,8,5,0,.615,594,367,227,519,2799,5.4,35
2010,Texas A&M,519,13,9,4,0,.692,406,285,121,519,2145,4.1,19
2023,Cincinnati,517,12,3,9,0,.250,289,360,-71,517,2605,5.0,14
2024,UCF,516,12,4,8,0,.333,365,323,42,516,2977,5.8,33
2024,Iowa State,516,14,11,3,0,.786,435,321,114,516,2247,4.4,27
2009,Iowa State,516,13,7,6,0,.538,267,284,-17,516,2340,4.5,17
2013,Kansas State,514,13,8,5,0,.615,432,298,134,514,2314,4.5,29
2009,Texas,513,14,13,1,0,.929,550,234,316,513,2066,4.0,28
2012,Texas Christian,512,13,7,6,0,.538,368,294,74,512,1977,3.9,13
2009,Nebraska,512,14,10,4,0,.714,352,146,206,512,2059,4.0,20
2007,Kansas,512,13,12,1,0,.923,556,213,343,512,2454,4.8,30
2005,Missouri,512,12,7,5,0,.583,369,350,19,512,2463,4.8,26
2002,Texas,511,13,11,2,0,.846,439,212,227,511,1762,3.4,23
2019,Texas Christian,510,12,5,7,0,.417,364,317,47,510,2448,4.8,23
2014,Texas Christian,509,13,12,1,0,.923,604,247,357,509,2689,5.3,32
2008,Texas,508,13,12,1,0,.923,551,244,307,508,2177,4.3,33
2018,Kansas State,507,12,5,7,0,.417,270,305,-35,507,2191,4.3,20
2011,Texas A&M,507,13,7,6,0,.538,508,366,142,507,2589,5.1,29
2020,Oklahoma State,506,11,8,3,0,.727,332,258,74,506,2068,4.1,17
2017,Texas,506,13,7,6,0,.538,383,276,107,506,1820,3.6,24
2014,Oklahoma State,506,13,7,6,0,.538,359,406,-47,506,1776,3.5,18
2019,Baylor,504,14,11,3,0,.786,471,277,194,504,2330,4.6,35
2009,Kansas State,504,12,6,6,0,.500,276,280,-4,504,2159,4.3,22
2013,Oklahoma State,503,13,10,3,0,.769,508,281,227,503,2231,4.4,35
2018,Baylor,502,13,7,6,0,.538,384,412,-28,502,2198,4.4,25
2017,Oklahoma State,501,13,10,3,0,.769,585,382,203,501,2368,4.7,34
2023,Kansas,499,13,9,4,0,.692,452,345,107,499,2678,5.4,32
2015,Iowa State,498,12,3,9,0,.250,300,392,-92,498,2184,4.4,18
2013,Kansas,496,12,3,9,0,.250,184,382,-198,496,1851,3.7,12
2018,Texas Christian,495,13,7,6,0,.538,306,300,6,495,2044,4.1,14
2002,Missouri,494,12,5,7,0,.417,360,352,8,494,2204,4.5,27
2012,Texas,492,13,9,4,0,.692,464,380,84,492,2229,4.5,33
2003,Kansas,492,13,6,7,0,.462,384,396,-12,492,2152,4.4,20
2024,Baylor,491,13,8,5,0,.615,447,347,100,491,2324,4.7,25
2016,Oklahoma State,491,13,10,3,0,.769,502,345,157,491,2223,4.5,32
2005,Iowa State,491,12,7,5,0,.583,339,230,109,491,1328,2.7,20
2016,Texas Christian,488,13,6,7,0,.462,403,364,39,488,2535,5.2,30
2013,Iowa State,488,12,3,9,0,.250,298,432,-134,488,1727,3.5,16
2008,Nebraska,486,13,9,4,0,.692,460,371,89,486,2207,4.5,27
2009,Oklahoma,485,13,8,5,0,.615,404,189,215,485,1750,3.6,18
2007,Colorado,485,13,6,7,0,.462,355,383,-28,485,1875,3.9,19
2006,Texas,483,13,10,3,0,.769,467,238,229,483,2114,4.4,24
2008,Baylor,481,12,4,8,0,.333,336,352,-16,481,2349,4.9,29
2001,Iowa State,481,11,7,5,0,.583,296,231,65,481,2006,4.2,26
2004,Kansas State,480,11,4,7,0,.364,326,337,-11,480,2044,4.3,25
2003,Texas A&M,479,12,4,8,0,.333,304,465,-161,479,2127,4.4,22
2019,Texas,478,13,8,5,0,.615,458,357,101,478,2303,4.8,26
2003,Baylor,478,12,3,9,0,.250,191,455,-264,478,1320,2.8,8
2022,Oklahoma State,476,13,7,6,0,.538,398,376,22,476,1632,3.4,20
2014,Kansas State,476,13,9,4,0,.692,465,301,164,476,1745,3.7,30
2001,Texas,476,12,11,2,0,.846,470,164,306,476,1948,4.1,28
2024,Texas Tech,474,13,8,5,0,.615,489,453,36,474,2158,4.6,26
2023,Texas Tech,474,13,7,6,0,.538,356,338,18,474,2115,4.5,17
2014,Texas,474,13,6,7,0,.462,278,310,-32,474,1786,3.8,18
2007,Iowa State,473,12,3,9,0,.250,218,381,-163,473,1484,3.1,16
2002,Kansas,472,12,2,10,0,.167,248,507,-259,472,1515,3.2,18
2000,Kansas,471,11,4,7,0,.364,261,359,-98,471,1732,3.7,20
2022,Texas,470,13,8,5,0,.615,448,281,167,470,2446,5.2,29
2010,Kansas,470,12,3,9,0,.250,205,413,-208,470,1615,3.4,13
2021,Texas Christian,469,12,5,7,0,.417,344,419,-75,469,2364,5.0,21
2011,Oklahoma,469,13,10,3,0,.769,514,287,227,469,2118,4.5,30
2010,Baylor,468,13,7,6,0,.538,405,396,9,468,2530,5.4,25
2014,Kansas,466,12,3,9,0,.250,214,399,-185,466,1454,3.1,11
2012,Iowa State,465,13,6,7,0,.462,319,311,8,465,1951,4.2,10
2018,Iowa State,464,13,8,5,0,.615,348,298,50,464,1693,3.6,20
2015,Texas Tech,464,13,7,6,0,.538,586,567,19,464,2487,5.4,34
2024,Kansas State,461,13,9,4,0,.692,401,304,97,461,2801,6.1,21
2017,West Virginia,461,13,7,6,0,.538,449,409,40,461,1953,4.2,18
2012,West Virginia,461,13,7,6,0,.538,513,495,18,461,2234,4.8,21
2006,Colorado,461,12,2,10,0,.167,196,267,-71,461,2075,4.5,12
2024,Kansas,460,12,5,7,0,.417,356,312,44,460,2537,5.5,29
2015,Oklahoma State,460,13,10,3,0,.769,514,396,118,460,1644,3.6,25
2017,Texas Tech,459,13,6,7,0,.462,446,419,27,459,1832,4.0,19
2016,Iowa State,458,12,3,9,0,.250,332,376,-44,458,1953,4.3,18
2024,BYU,457,13,11,2,0,.846,405,255,150,457,2093,4.6,20
2006,Missouri,457,13,8,5,0,.615,391,254,137,457,1943,4.3,16
2004,Missouri,457,11,5,6,0,.455,256,215,41,457,1815,4.0,13
2020,Iowa State,455,12,9,3,0,.750,395,257,138,455,2340,5.1,31
2010,Iowa State,455,12,5,7,0,.417,260,346,-86,455,1718,3.8,15
2021,Texas,454,12,5,7,0,.417,423,373,50,454,2393,5.3,25
2005,Texas A&M,452,11,5,6,0,.455,352,343,9,452,2584,5.7,24
2021,West Virginia,451,13,6,7,0,.462,328,310,18,451,1601,3.5,19
2000,Missouri,451,11,3,8,0,.273,255,348,-93,451,1696,3.8,19
2010,Colorado,450,12,5,7,0,.417,290,369,-79,450,1644,3.7,15
2010,Oklahoma State,450,13,11,2,0,.846,575,343,232,450,2267,5.0,26
2023,Oklahoma State,449,14,10,4,0,.714,414,400,14,449,2174,4.8,29
2002,Baylor,447,12,3,9,0,.250,202,496,-294,447,1241,2.8,16
2022,Kansas,446,13,6,7,0,.462,463,461,2,446,2395,5.4,29
2004,Colorado,446,13,8,5,0,.615,304,332,-28,446,1622,3.6,15
2003,Iowa State,446,12,2,10,0,.167,173,437,-264,446,1448,3.2,10
2000,Iowa State,446,11,9,3,0,.750,306,293,13,446,2299,5.2,27
2022,West Virginia,445,12,5,7,0,.417,367,395,-28,445,2058,4.6,24
2021,Oklahoma,445,13,11,2,0,.846,508,335,173,445,2444,5.5,29
2008,Kansas,445,13,8,5,0,.615,434,375,59,445,1648,3.7,23
2015,Kansas,444,12,0,12,0,.000,183,553,-370,444,1355,3.1,10
2009,Missouri,444,13,8,5,0,.615,377,330,47,444,1651,3.7,15
2002,Oklahoma State,441,13,8,5,0,.615,446,356,90,441,1930,4.4,24
2010,Missouri,439,13,10,3,0,.769,388,209,179,439,2033,4.6,28
2008,Colorado,439,12,5,7,0,.417,242,351,-109,439,1494,3.4,10
2006,Kansas,438,12,6,6,0,.500,348,306,42,438,2117,4.8,20
2001,Kansas,438,11,3,8,0,.273,182,398,-216,438,1288,2.9,7
2018,Texas Tech,437,12,5,7,0,.417,448,373,75,437,1581,3.6,26
2010,Texas Tech,437,13,8,5,0,.615,430,402,28,437,1837,4.2,17
2021,Kansas State,435,13,8,5,0,.615,358,273,85,435,2113,4.9,28
2021,Texas Tech,435,13,7,6,0,.538,394,392,2,435,2070,4.8,30
2003,Colorado,435,12,5,7,0,.417,319,398,-79,435,1122,2.6,16
2012,Oklahoma,434,13,10,3,0,.769,496,331,165,434,2098,4.8,30
2004,Texas A&M,434,12,7,5,0,.583,341,292,49,434,2007,4.6,24
2021,Kansas,433,12,2,10,0,.167,249,506,-257,433,1697,3.9,15
2010,Texas,433,12,5,7,0,.417,285,284,1,433,1806,4.2,19
2005,Kansas State,432,11,5,6,0,.455,289,305,-16,432,1522,3.5,16
2005,Oklahoma State,432,11,4,7,0,.364,222,344,-122,432,1693,3.9,16
2024,Houston,430,12,4,8,0,.333,168,275,-107,430,1625,3.8,9
2000,Oklahoma State,430,11,3,8,0,.273,202,303,-101,430,1775,4.1,13
2005,Colorado,428,13,7,6,0,.538,305,307,-2,428,1434,3.4,15
2024,Cincinnati,427,12,5,7,0,.417,302,295,7,427,2209,5.2,19
2017,Iowa State,427,13,8,5,0,.615,380,272,108,427,1470,3.4,16
2013,West Virginia,427,12,4,8,0,.333,316,400,-84,427,1784,4.2,18
2018,West Virginia,425,12,8,4,0,.667,483,326,157,425,1931,4.5,22
2005,Kansas,425,12,7,5,0,.583,269,264,5,425,1608,3.8,15
2018,Kansas,422,12,3,9,0,.250,286,360,-74,422,1898,4.5,14
2013,Texas Tech,422,13,8,5,0,.615,465,397,68,422,1536,3.6,19
2002,Texas A&M,421,12,6,6,0,.500,345,280,65,421,1418,3.4,16
2000,Texas A&M,421,11,7,5,0,.583,307,196,111,421,1610,3.8,28
2005,Nebraska,420,12,8,4,0,.667,296,252,44,420,1152,2.7,10
2020,Oklahoma,419,11,9,2,0,.818,473,239,234,419,1977,4.7,27
2008,Missouri,417,14,10,4,0,.714,591,381,210,417,2153,5.2,28
2007,Nebraska,417,12,5,7,0,.417,401,455,-54,417,1733,4.2,19
2017,Baylor,414,12,1,11,0,.083,292,431,-139,414,1407,3.4,10
2023,Baylor,413,12,3,9,0,.250,277,400,-123,413,1378,3.3,13
2004,Nebraska,412,11,5,6,0,.455,275,298,-23,412,1939,4.7,18
2020,Texas Christian,411,10,6,4,0,.600,308,242,66,411,2161,5.3,23
2019,Iowa State,411,13,7,6,0,.538,418,337,81,411,1733,4.2,22
2000,Oklahoma,410,12,13,0,0,1.000,468,192,276,410,1615,3.9,32
2021,Iowa State,409,13,7,6,0,.538,407,267,140,409,2091,5.1,25
2001,Baylor,409,11,3,8,0,.273,205,357,-152,409,1053,2.6,8
2008,Kansas State,408,12,5,7,0,.417,419,430,-11,408,1590,3.9,26
2000,Colorado,407,11,3,8,0,.273,252,284,-32,407,1342,3.3,15
2023,Texas Christian,406,12,5,7,0,.417,376,334,42,406,1854,4.6,19
2000,Texas,406,11,9,3,0,.750,425,197,228,406,1600,3.9,19
2016,Kansas,405,12,2,10,0,.167,243,448,-205,405,1429,3.5,11
2019,Texas Tech,404,12,4,8,0,.333,366,364,2,404,1795,4.4,20
2024,Utah,403,12,5,7,0,.417,283,248,35,403,1565,3.9,7
2013,Texas Christian,403,12,4,8,0,.333,301,303,-2,403,1423,3.5,20
2008,Iowa State,403,12,2,10,0,.167,304,430,-126,403,1661,4.1,18
2014,Iowa State,402,12,2,10,0,.167,278,466,-188,402,1489,3.7,12
2001,Missouri,402,11,4,7,0,.364,240,330,-90,402,1841,4.6,11
2006,Iowa State,401,12,4,8,0,.333,226,369,-143,401,1221,3.0,16
2024,Texas Christian,400,13,9,4,0,.692,435,320,115,400,1481,3.7,26
2012,Texas Tech,399,13,8,5,0,.615,487,413,74,399,1819,4.6,15
2022,Iowa State,393,12,4,8,0,.333,242,243,-1,393,1296,3.3,10
2011,Oklahoma State,392,13,12,1,0,.923,633,348,285,392,2062,5.3,36
2017,Kansas,391,12,1,11,0,.083,224,521,-297,391,1231,3.1,11
2011,Texas Tech,391,12,5,7,0,.417,406,471,-65,391,1502,3.8,20
2016,Texas Tech,389,12,5,7,0,.417,524,522,2,389,1243,3.2,22
2001,Oklahoma,388,12,11,2,0,.846,387,166,221,388,1433,3.7,20
2001,Texas A&M,387,11,8,4,0,.667,220,204,16,387,1254,3.2,14
2005,Baylor,385,11,5,6,0,.455,236,291,-55,385,1209,3.1,10
2002,Texas Tech,385,14,9,5,0,.643,537,439,98,385,1391,3.6,15
2023,Iowa State,382,13,7,6,0,.538,341,296,45,382,1559,4.1,16
2001,Oklahoma State,381,11,4,7,0,.364,242,281,-39,381,1030,2.7,9
2019,Kansas,379,12,3,9,0,.250,282,433,-151,379,1756,4.6,10
2009,Colorado,379,12,3,9,0,.250,267,346,-79,379,1055,2.8,14
2009,Kansas,379,12,5,7,0,.417,353,341,12,379,1345,3.5,20
2004,Kansas,378,11,4,7,0,.364,262,235,27,378,1034,2.7,12
2006,Kansas State,372,13,7,6,0,.538,296,309,-13,372,1497,4.0,16
2020,Texas,370,10,7,3,0,.700,427,285,142,370,1953,5.3,20
2004,Baylor,366,11,3,8,0,.273,224,406,-182,366,1088,3.0,8
2008,Texas A&M,365,12,4,8,0,.333,300,449,-149,365,1062,2.9,14
2023,BYU,360,12,5,7,0,.417,277,358,-81,360,1252,3.5,15
2000,Baylor,360,11,2,9,0,.182,139,397,-258,360,802,2.2,5
2023,Houston,359,12,4,8,0,.333,284,378,-94,359,1424,4.0,10
2024,Oklahoma State,358,12,3,9,0,.250,326,427,-101,358,1341,3.7,19
2020,West Virginia,358,10,6,4,0,.600,265,205,60,358,1351,3.8,15
2014,Texas Tech,355,12,4,8,0,.333,366,495,-129,355,1836,5.2,8
2020,Kansas,354,9,0,9,0,.000,142,414,-272,354,944,2.7,9
2020,Kansas State,353,10,4,6,0,.400,266,322,-56,353,1519,4.3,17
2007,Kansas State,351,12,5,7,0,.417,422,370,52,351,1593,4.5,23
2009,Baylor,346,12,4,8,0,.333,249,327,-78,346,1207,3.5,16
2024,Colorado,341,13,9,4,0,.692,428,300,128,341,847,2.5,15
2020,Texas Tech,336,10,4,6,0,.400,291,367,-76,336,1634,4.9,17
2024,Arizona,335,12,4,8,0,.333,261,381,-120,335,1279,3.8,11
2019,West Virginia,333,12,5,7,0,.417,247,346,-99,333,881,2.6,7
2009,Texas Tech,319,13,9,4,0,.692,481,292,189,319,1092,3.4,24
2008,Texas Tech,317,13,11,2,0,.846,569,362,207,317,1532,4.8,28
2005,Texas Tech,308,12,9,3,0,.750,473,226,247,308,1284,4.2,25
2003,Texas Tech,308,13,8,5,0,.615,552,442,110,308,1397,4.5,20
2000,Texas Tech,304,12,7,6,0,.538,303,238,65,304,797,2.6,10
2020,Baylor,298,9,2,7,0,.222,210,263,-53,298,813,2.7,8
2007,Baylor,298,12,3,9,0,.250,218,444,-226,298,934,3.1,5
2004,Texas Tech,293,12,8,4,0,.667,434,314,120,293,1104,3.8,23
2001,Texas Tech,260,11,7,5,0,.583,386,262,124,260,901,3.5,15
2007,Texas Tech,246,13,9,4,0,.692,532,337,195,246,771,3.1,18
2006,Baylor,235,12,4,8,0,.333,283,391,-108,235,482,2.1,9
2006,Texas Tech,220,13,8,5,0,.615,422,326,96,220,1019,4.6,13
2012,Georgia Tech,808,14,7,7,0,.500,470,396,74,808,4357,5.4,48
2009,Georgia Tech,792,14,11,3,0,.786,473,347,126,792,4136,5.2,47
2014,Georgia Tech,790,14,11,3,0,.786,530,360,170,790,4789,6.1,47
2010,Georgia Tech,753,13,6,7,0,.462,338,328,10,753,4203,5.6,31
2018,Georgia Tech,745,13,7,6,0,.538,437,381,56,745,4226,5.7,46
2011,Georgia Tech,718,13,8,5,0,.615,446,339,107,718,4114,5.7,45
2002,Wake Forest,718,13,7,6,0,.538,356,327,29,718,3135,4.4,33
2013,Georgia Tech,713,13,7,6,0,.538,456,297,159,713,3896,5.5,46
2015,Clemson,679,15,14,1,0,.933,577,325,252,679,3340,4.9,34
2019,Boston College,652,13,6,7,0,.462,377,418,-41,652,3304,5.1,27
2008,Virginia Tech,645,14,10,4,0,.714,309,234,75,645,2441,3.8,23
2008,Georgia Tech,640,13,9,4,0,.692,317,264,53,640,3552,5.6,32
2016,Virginia Tech,635,14,10,4,0,.714,490,319,171,635,2574,4.1,27
2014,Boston College,635,13,7,6,0,.538,341,277,64,635,3311,5.2,31
2017,Georgia Tech,632,11,5,6,0,.455,309,292,17,632,3381,5.3,30
2018,Wake Forest,626,13,7,6,0,.538,427,433,-6,626,2817,4.5,21
2017,Boston College,618,13,7,6,0,.538,334,297,37,618,2865,4.6,24
2016,Georgia Tech,611,13,9,4,0,.692,367,318,49,611,3355,5.5,34
2014,Pitt,609,13,6,7,0,.462,414,342,72,609,3242,5.3,35
2001,Wake Forest,609,11,6,5,0,.545,292,311,-19,609,2438,4.0,27
2005,Virginia Tech,599,13,11,2,0,.846,440,168,272,599,2479,4.1,30
2018,Syracuse,593,13,10,3,0,.769,523,351,172,593,2627,4.4,38
2002,Maryland,592,14,11,3,0,.786,451,228,223,592,2783,4.7,32
2016,Clemson,590,15,14,1,0,.933,588,270,318,590,2555,4.3,30
2011,Virginia Tech,590,14,11,3,0,.786,391,247,144,590,2616,4.4,26
2012,Clemson,588,13,11,2,0,.846,533,323,210,588,2484,4.2,26
2019,Wake Forest,586,13,8,5,0,.615,414,378,36,586,2284,3.9,18
2017,Virginia Tech,583,13,9,4,0,.692,366,192,174,583,2254,3.9,19
2015,Georgia Tech,583,12,3,9,0,.250,351,309,42,583,3080,5.3,30
2017,Clemson,577,14,12,2,0,.857,466,190,276,577,2730,4.7,40
2009,Virginia Tech,573,13,10,3,0,.769,414,203,211,573,2706,4.7,33
2018,Pitt,571,14,7,7,0,.500,359,389,-30,571,3191,5.6,30
2010,Virginia Tech,570,14,11,3,0,.786,474,288,186,570,2782,4.9,30
2003,Wake Forest,569,12,5,7,0,.417,335,347,-12,569,2439,4.3,31
2019,Louisville,568,13,8,5,0,.615,430,434,-4,568,2780,4.9,23
2018,Clemson,567,15,15,0,0,1.000,664,197,467,567,3740,6.6,49
2016,Boston College,566,13,7,6,0,.538,265,325,-60,566,1938,3.4,16
2021,Wake Forest,565,14,11,3,0,.786,574,404,170,565,2248,4.0,31
2019,Clemson,565,15,14,1,0,.933,659,203,456,565,3608,6.4,45
2019,Virginia Tech,565,13,8,5,0,.615,401,321,80,565,2289,4.1,22
2002,Florida State,562,14,9,5,0,.643,428,301,127,562,2618,4.7,20
2007,Virginia Tech,560,14,11,3,0,.786,402,225,177,560,1871,3.3,22
2018,Boston College,557,12,7,5,0,.583,384,308,76,557,2270,4.1,23
2000,Clemson,557,11,9,3,0,.750,396,212,184,557,2600,4.7,33
2013,Syracuse,553,13,7,6,0,.538,295,330,-35,553,2533,4.6,25
2004,Virginia Tech,552,13,10,3,0,.769,400,167,233,552,2317,4.2,18
2003,Maryland,552,13,10,3,0,.769,406,206,200,552,2487,4.5,24
2007,Wake Forest,550,13,9,4,0,.692,362,289,73,550,1862,3.4,21
2004,Virginia,550,12,8,4,0,.667,363,212,151,550,2914,5.3,34
2007,Georgia Tech,548,13,7,6,0,.538,341,271,70,548,2591,4.7,28
2023,Boston College,547,13,7,6,0,.538,323,368,-45,547,2584,4.7,25
2017,Duke,547,13,7,6,0,.538,345,263,82,547,2228,4.1,22
2003,Duke,547,12,4,8,0,.333,211,343,-132,547,2065,3.8,16
2022,Clemson,546,14,11,3,0,.786,465,292,173,546,2491,4.6,31
2015,Virginia Tech,545,13,7,6,0,.538,403,342,61,545,2071,3.8,19
2013,Clemson,544,13,11,2,0,.846,522,288,234,544,2275,4.2,26
2013,Duke,544,14,10,4,0,.714,459,373,86,544,2492,4.6,28
2024,SMU,542,14,11,3,0,.786,511,309,202,542,2347,4.3,29
2016,Pitt,542,13,8,5,0,.615,532,458,74,542,2926,5.4,36
2006,Wake Forest,542,14,11,3,0,.786,302,215,87,542,2099,3.9,19
2015,North Carolina State,540,13,7,6,0,.538,432,336,96,540,2633,4.9,36
2014,Clemson,539,13,10,3,0,.769,401,217,184,539,1904,3.5,20
2017,Wake Forest,535,13,8,5,0,.615,459,368,91,535,2458,4.6,22
2023,Louisville,533,14,10,4,0,.714,430,298,132,533,2499,4.7,31
2016,Wake Forest,533,13,7,6,0,.538,265,288,-23,533,1895,3.6,17
2021,Virginia Tech,532,13,6,7,0,.462,308,329,-21,532,2409,4.5,16
2007,Maryland,532,13,6,7,0,.462,313,280,33,532,1787,3.4,28
2011,Clemson,530,14,10,4,0,.714,470,410,60,530,2219,4.2,22
2024,Boston College,529,13,7,6,0,.538,366,309,57,529,2159,4.1,24
2023,Syracuse,529,13,6,7,0,.462,306,330,-24,529,2240,4.2,20
2019,North Carolina,528,13,7,6,0,.538,430,308,122,528,2446,4.6,13
2015,North Carolina,527,14,11,3,0,.786,570,343,227,527,3146,6.0,40
2004,Wake Forest,527,11,4,7,0,.364,230,253,-23,527,2267,4.3,18
2006,Georgia Tech,526,14,9,5,0,.643,349,257,92,526,2274,4.3,17
2001,Maryland,526,11,10,2,0,.833,390,210,180,526,2428,4.6,33
2016,Louisville,525,13,9,4,0,.692,553,309,244,525,3148,6.0,37
2005,Wake Forest,525,11,4,7,0,.364,269,316,-47,525,2173,4.1,20
2023,Clemson,524,13,9,4,0,.692,388,274,114,524,2266,4.3,24
2015,Duke,524,13,8,5,0,.615,410,330,80,524,2509,4.8,25
2013,Boston College,523,13,7,6,0,.538,360,376,-16,523,2762,5.3,24
2021,Pitt,522,14,11,3,0,.786,580,331,249,522,2128,4.1,26
2002,North Carolina State,522,14,11,3,0,.786,460,238,222,522,2017,3.9,33
2022,Pitt,521,13,9,4,0,.692,407,316,91,521,2379,4.6,30
2021,Duke,521,12,3,9,0,.250,274,477,-203,521,2174,4.2,22
2013,North Carolina State,519,12,3,9,0,.250,274,362,-88,519,1952,3.8,14
2022,Louisville,518,13,8,5,0,.615,350,249,101,518,2608,5.0,25
2016,Florida State,518,13,10,3,0,.769,456,325,131,518,2630,5.1,33
2008,Boston College,518,14,9,5,0,.643,346,257,89,518,2000,3.9,18
2018,Virginia Tech,517,13,6,7,0,.462,388,403,-15,517,2266,4.4,19
2008,Wake Forest,515,13,8,5,0,.615,273,238,35,515,1578,3.1,14
2021,North Carolina,513,13,6,7,0,.462,458,417,41,513,2765,5.4,30
2012,Florida State,513,14,12,2,0,.857,550,206,344,513,2887,5.6,40
2014,Louisville,511,13,9,4,0,.692,405,283,122,511,1855,3.6,28
2022,Florida State,509,13,10,3,0,.769,469,268,201,509,2783,5.5,33
2015,Pitt,509,13,8,5,0,.615,367,339,28,509,2429,4.8,19
2003,Georgia Tech,509,13,7,6,0,.538,274,266,8,509,2086,4.1,16
2022,North Carolina,508,14,9,5,0,.643,482,431,51,508,2149,4.2,24
2014,North Carolina State,508,13,8,5,0,.615,392,351,41,508,2659,5.2,26
2007,Clemson,508,13,9,4,0,.692,430,243,187,508,2095,4.1,18
2014,Virginia Tech,507,13,7,6,0,.538,313,262,51,507,1923,3.8,12
2012,Virginia Tech,507,13,7,6,0,.538,326,297,29,507,1896,3.7,18
2022,Wake Forest,505,13,8,5,0,.615,469,368,101,505,1696,3.4,17
2020,Notre Dame,505,12,10,2,0,.833,401,236,165,505,2533,5.0,33
2013,Florida State,505,14,14,0,0,1.000,723,170,553,505,2844,5.6,42
2021,Louisville,504,13,6,7,0,.462,411,355,56,504,2733,5.4,29
2016,North Carolina State,504,13,7,6,0,.538,351,296,55,504,2030,4.0,23
2015,Boston College,503,12,3,9,0,.250,206,183,23,503,1976,3.9,17
2019,Syracuse,501,12,5,7,0,.417,339,368,-29,501,1848,3.7,16
2010,Florida State,500,14,10,4,0,.714,439,275,164,500,2400,4.8,27
2002,Georgia Tech,500,13,7,6,0,.538,280,267,13,500,2127,4.3,20
2001,Georgia Tech,500,12,8,5,0,.615,381,267,114,500,1668,3.3,26
2018,Virginia,499,13,8,5,0,.615,370,261,109,499,2248,4.5,19
2023,North Carolina,498,13,8,5,0,.615,449,355,94,498,2497,5.0,28
2023,Virginia Tech,498,13,7,6,0,.538,384,311,73,498,2467,5.0,20
2024,North Carolina,496,13,6,7,0,.462,402,365,37,496,2370,4.8,26
2014,North Carolina,496,13,6,7,0,.462,432,507,-75,496,1973,4.0,26
2011,Virginia,496,13,8,5,0,.615,302,310,-8,496,2107,4.2,18
2009,Clemson,496,14,9,5,0,.643,436,286,150,496,2385,4.8,24
2019,Duke,495,12,5,7,0,.417,303,350,-47,495,1804,3.6,16
2017,Louisville,495,13,8,5,0,.615,495,356,139,495,3186,6.4,33
2017,North Carolina State,495,13,9,4,0,.692,419,328,91,495,2302,4.7,35
2006,Clemson,495,13,8,5,0,.615,425,210,215,495,2832,5.7,31
2010,Miami (FL),494,13,7,6,0,.538,342,269,73,494,2372,4.8,19
2013,Virginia Tech,493,13,8,5,0,.615,293,251,42,493,1557,3.2,17
2024,Virginia Tech,492,13,6,7,0,.462,366,297,69,492,2319,4.7,28
2023,Georgia Tech,492,13,7,6,0,.538,404,383,21,492,2649,5.4,24
2020,North Carolina,492,12,8,4,0,.667,500,353,147,492,2830,5.8,35
2014,Duke,492,13,9,4,0,.692,421,283,138,492,2364,4.8,24
2024,Georgia Tech,491,13,7,6,0,.538,376,333,43,491,2431,5.0,29
2015,Louisville,491,13,8,5,0,.615,373,313,60,491,2223,4.5,23
2013,North Carolina,490,13,7,6,0,.538,425,318,107,490,1928,3.9,19
2007,Virginia,490,13,9,4,0,.692,317,256,61,490,1763,3.6,22
2021,Syracuse,489,12,5,7,0,.417,299,316,-17,489,2572,5.3,28
2013,Virginia,489,12,2,10,0,.167,237,399,-162,489,1879,3.8,18
2002,Duke,487,12,2,10,0,.167,227,353,-126,487,1901,3.9,8
2004,Georgia Tech,486,12,7,5,0,.583,264,227,37,486,1947,4.0,11
2002,Virginia,486,14,9,5,0,.643,402,348,54,486,1777,3.7,16
2022,Duke,484,13,9,4,0,.692,427,287,140,484,2394,4.9,31
2021,Clemson,484,13,10,3,0,.769,342,193,149,484,2205,4.6,26
2018,North Carolina State,484,13,9,4,0,.692,440,324,116,484,1860,3.8,27
2008,Florida State,483,13,9,4,0,.692,434,262,172,483,2328,4.8,27
2018,Duke,480,13,8,5,0,.615,382,356,26,480,2075,4.3,19
