player_name,pos,Draft Capital,birth_date,breakout_age,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Speed1,BMI1,YPC1,YCO/A1,MTF/A1,Break%1,elu1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Speed2,BMI2,YPC2,YCO/A2,MTF/A2,Break%2,elu2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Speed3,BMI3,YPC3,YCO/A3,MTF/A3,Break%3,elu3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,Speed4,BMI4,YPC4,YCO/A4,MTF/A4,Break%4,birthday_parsed,birthdate_source_url
Elijah Hood,RB,7.0,1996-04-22,19.36,2014.0,18.36,0.105,0.1,0.0,0.0,0.0,0.0,,,,,,,,2014.0,18.36,-0.0,-0.0,0.0,0.0,0.0,0.0,,,,,,,,2015.0,19.36,0.473,0.45,0.0,0.0,0.0,0.0,,,,,,,,2015.0,19.36,0.01,0.009,0.0,0.0,0.0,0.0,,,,,,,1996-04-22,https://www.pro-football-reference.com/players/H/HoodEl00.htm
Elijah McGuire,RB,6.0,1994-06-01,19.25,2013.0,19.25,0.347,0.264,0.0,0.0,0.0,0.0,,,,,,,,2013.0,19.25,0.141,0.107,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.25,0.721,0.548,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.25,0.161,0.122,0.0,0.0,0.0,0.0,,,,,,,1994-06-01,https://www.pro-football-reference.com/players/M/McGuEl00.htm
Elijah Mitchell,RB,6.0,1998-05-02,,2013.0,15.33,-0.001,-0.001,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.33,0.036,0.027,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.33,0.175,0.133,0.0,0.0,0.0,0.0,,,,,,,,2018.0,20.33,0.116,0.088,0.0,0.0,0.0,0.0,,,,,,,1998-05-02,https://www.pro-football-reference.com/players/M/MitcEl00.htm
Eno Benjamin,RB,7.0,1999-04-13,19.39,2017.0,18.39,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,2017.0,18.39,0.045,0.043,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.39,0.093,0.089,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.39,0.671,0.638,0.0,0.0,0.0,0.0,,,,,,,1999-04-13,https://www.pro-football-reference.com/players/B/BenjEn00.htm
Eric Gray,RB,5.0,1999-11-04,20.83,2019.0,19.82,0.199,0.199,0.0,0.0,0.0,0.0,,,,,,,,2019.0,19.82,0.046,0.046,0.0,0.0,0.0,0.0,,,,,,,,2020.0,20.83,0.331,0.331,0.0,0.0,0.0,0.0,,,,,,,,2020.0,20.83,0.133,0.133,0.0,0.0,0.0,0.0,,,,,,,1999-11-04,https://www.pro-football-reference.com/players/G/GrayEr01.htm
Eric Shelton,RB,2.0,1983-06-23,20.19,2001.0,18.19,0.022,0.021,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.19,0.367,0.257,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.19,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,2004.0,21.19,0.005,0.004,0.0,0.0,0.0,0.0,,,,,,,1983-06-23,https://www.pro-football-reference.com/players/S/ShelEr00.htm
Evan Hull,RB,5.0,2000-10-26,18.85,2019.0,18.85,0.435,0.435,0.0,0.0,0.0,0.0,,,,,,,,2020.0,19.85,0.142,0.142,0.0,0.0,0.0,0.0,,,,,,,,2020.0,19.85,0.012,0.012,0.0,0.0,0.0,0.0,,,,,,,,2021.0,20.85,0.139,0.139,0.0,0.0,0.0,0.0,,,,,,,2000-10-26,https://www.pro-football-reference.com/players/H/HullEv00.htm
Evan Royster,RB,6.0,1987-11-26,19.76,2007.0,19.76,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,2007.0,19.76,0.227,0.227,0.0,0.0,0.0,0.0,,,,,,,,2008.0,20.77,0.025,0.025,0.0,0.0,0.0,0.0,,,,,,,,2008.0,20.77,0.446,0.446,0.0,0.0,0.0,0.0,,,,,,,1987-11-26,https://www.pro-football-reference.com/players/R/RoysEv00.htm
Ezekiel Elliott,RB,1.0,1995-07-22,19.11,2013.0,18.11,0.072,0.072,0.0,0.0,0.0,0.0,,,,,,,,2013.0,18.11,0.017,0.017,0.0,0.0,0.0,0.0,,,,,,,,2014.0,19.11,0.468,0.468,0.0,0.0,0.0,0.0,,,,,,,,2014.0,19.11,0.03,0.03,0.0,0.0,0.0,0.0,,,,,,,1995-07-22,https://www.pro-football-reference.com/players/E/ElliEz00.htm
Felix Jones,RB,1.0,1987-05-08,18.32,2005.0,18.32,0.313,0.313,0.0,0.0,0.0,0.0,,,,,,,,2005.0,18.32,0.032,0.032,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.32,0.409,0.409,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.32,0.091,0.091,0.0,0.0,0.0,0.0,,,,,,,1987-05-08,https://www.pro-football-reference.com/players/J/JoneFe00.htm
Frank Gore,RB,3.0,1983-05-14,,2001.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1983-05-14,https://www.pro-football-reference.com/players/G/GoreFr00.htm
Frank Moreau,RB,4.0,1976-09-09,,2016.0,39.98,0.059,0.059,0.0,0.0,0.0,0.0,,,,,,,,2017.0,40.98,0.141,0.141,0.0,0.0,0.0,0.0,,,,,,,,2018.0,41.98,0.105,0.105,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1976-09-09,https://www.pro-football-reference.com/players/M/MoreFr00.htm
Frank Summers,RB,5.0,1985-09-06,21.98,2007.0,21.98,0.216,0.164,0.0,0.0,0.0,0.0,,,,,,,,2007.0,21.98,0.432,0.328,0.0,0.0,0.0,0.0,,,,,,,,2008.0,22.99,0.071,0.054,0.0,0.0,0.0,0.0,,,,,,,,2008.0,22.99,0.312,0.237,0.0,0.0,0.0,0.0,,,,,,,1985-09-06,https://www.pro-football-reference.com/players/S/SummFr00.htm
Fui Vakapuna,RB,7.0,1984-03-09,,2006.0,22.48,0.174,0.132,0.0,0.0,0.0,0.0,,,,,,,,2006.0,22.48,0.056,0.042,0.0,0.0,0.0,0.0,,,,,,,,2007.0,23.48,0.001,0.0,0.0,0.0,0.0,0.0,,,,,,,,2007.0,23.48,0.071,0.054,0.0,0.0,0.0,0.0,,,,,,,1984-03-09,https://en.wikipedia.org/wiki/Fui_Vakapuna
Garrett Mills,RB,4.0,1983-10-12,21.89,2002.0,18.89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2003.0,19.89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2004.0,20.89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2005.0,21.89,0.415,0.291,0.0,0.0,0.0,0.0,,,,,,,1983-10-12,https://www.pro-football-reference.com/players/M/MillGa01.htm
Garrett Wolfe,RB,3.0,1984-08-17,21.04,2004.0,20.04,0.092,0.065,0.0,0.0,0.0,0.0,,,,,,,,2005.0,21.04,0.611,0.427,0.0,0.0,0.0,0.0,,,,,,,,2005.0,21.04,0.06,0.042,0.0,0.0,0.0,0.0,,,,,,,,2006.0,22.04,0.936,0.655,0.0,0.0,0.0,0.0,,,,,,,1984-08-17,https://www.pro-football-reference.com/players/W/WolfGa00.htm
Gartrell Johnson,RB,4.0,1986-06-21,,2004.0,18.2,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2006.0,20.2,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2007.0,21.2,-0.0,-0.0,0.0,0.0,0.0,0.0,,,,,,,,2014.0,28.2,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,1986-06-21,https://www.pro-football-reference.com/players/J/JohnGa01.htm
Gary Brightwell,RB,6.0,1999-02-28,,2018.0,19.51,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.51,0.137,0.131,0.0,0.0,0.0,0.0,,,,,,,,2019.0,20.51,0.17,0.161,0.0,0.0,0.0,0.0,,,,,,,,2019.0,20.51,0.031,0.029,0.0,0.0,0.0,0.0,,,,,,,1999-02-28,https://www.pro-football-reference.com/players/B/BrigGa00.htm
George Layne,RB,4.0,1978-10-09,,2000.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2000.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-10-09,https://www.pro-football-reference.com/players/L/LaynGe00.htm
Gerrid Doaks,RB,7.0,1998-06-09,21.23,2017.0,19.23,0.051,0.043,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.23,0.149,0.126,0.0,0.0,0.0,0.0,,,,,,,,2019.0,21.23,0.235,0.199,0.0,0.0,0.0,0.0,,,,,,,,2019.0,21.23,0.04,0.034,0.0,0.0,0.0,0.0,,,,,,,1998-06-09,https://en.wikipedia.org/wiki/Gerrid_Doaks
Giovani Bernard,RB,2.0,1991-11-22,19.78,2011.0,19.78,0.074,0.07,0.0,0.0,0.0,0.0,,,,,,,,2011.0,19.78,0.439,0.417,0.0,0.0,0.0,0.0,,,,,,,,2012.0,20.78,0.156,0.148,0.0,0.0,0.0,0.0,,,,,,,,2012.0,20.78,0.382,0.363,0.0,0.0,0.0,0.0,,,,,,,1991-11-22,https://www.pro-football-reference.com/players/B/BernGi00.htm
Glen Coffee,RB,3.0,1987-05-01,,2005.0,18.34,0.034,0.034,0.0,0.0,0.0,0.0,,,,,,,,2005.0,18.34,0.049,0.049,0.0,0.0,0.0,0.0,,,,,,,,2007.0,20.34,0.024,0.024,0.0,0.0,0.0,0.0,,,,,,,,2007.0,20.34,0.199,0.199,0.0,0.0,0.0,0.0,,,,,,,1987-05-01,https://www.pro-football-reference.com/players/C/CoffGl00.htm
Greg Jones,RB,2.0,1981-05-09,20.31,2000.0,19.32,0.057,0.054,0.0,0.0,0.0,0.0,,,,,,,,2000.0,19.32,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,2001.0,20.31,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,2001.0,20.31,0.237,0.225,0.0,0.0,0.0,0.0,,,,,,,1981-05-09,https://www.pro-football-reference.com/players/J/JoneGr01.htm
Hassan Haskins,RB,4.0,1999-11-26,20.77,2019.0,19.76,0.175,0.175,0.0,0.0,0.0,0.0,,,,,,,,2019.0,19.76,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,2020.0,20.77,0.458,0.458,0.0,0.0,0.0,0.0,,,,,,,,2021.0,21.77,0.02,0.02,0.0,0.0,0.0,0.0,,,,,,,1999-11-26,https://www.pro-football-reference.com/players/H/HaskHa00.htm
Heath Evans,RB,3.0,1978-12-30,,2000.0,21.67,0.127,0.127,0.0,0.0,0.0,0.0,,,,,,,,2000.0,21.67,0.023,0.023,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-12-30,https://www.pro-football-reference.com/players/E/EvanHe00.htm
Isaac Guerendo,RB,4.0,2000-06-28,,2019.0,19.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2019.0,19.18,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2020.0,20.18,0.014,0.014,0.0,0.0,0.0,0.0,,,,,,,,2021.0,21.18,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,2000-06-28,https://www.pro-football-reference.com/players/G/GuerIs00.htm
Isaiah Davis,RB,5.0,2002-02-21,,2021.0,19.53,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2022.0,20.53,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-21,https://www.pro-football-reference.com/players/D/DaviIs00.htm
Isaiah Pead,RB,2.0,1989-12-14,,2008.0,18.72,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2008.0,18.72,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2009.0,19.72,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2009.0,19.72,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1989-12-14,https://www.pro-football-reference.com/players/P/PeadIs00.htm
Isaiah Spiller,RB,4.0,2001-08-09,18.06,2019.0,18.06,0.382,0.382,0.0,0.0,0.0,0.0,,,,,,,,2019.0,18.06,0.033,0.033,0.0,0.0,0.0,0.0,,,,,,,,2020.0,19.06,0.446,0.446,0.0,0.0,0.0,0.0,,,,,,,,2020.0,19.06,0.041,0.041,0.0,0.0,0.0,0.0,,,,,,,2001-08-09,https://www.pro-football-reference.com/players/S/SpilIs00.htm
Isiah Pacheco,RB,7.0,1999-03-02,19.5,2018.0,19.5,0.003,0.003,0.018,0.018,0.0,0.0,,,,,,,,2018.0,19.5,0.474,0.474,0.018,0.018,0.0,0.0,,,,,,,,2019.0,20.5,0.718,0.718,0.0,0.0,0.0,0.0,,,,,,,,2019.0,20.5,0.025,0.025,0.0,0.0,0.0,0.0,,,,,,,1999-03-02,https://www.pro-football-reference.com/players/P/PachIs00.htm
Israel Abanikanda,RB,5.0,2002-10-05,,2020.0,17.91,0.052,0.05,0.0,0.0,0.0,0.0,,,,,,,,2020.0,17.91,0.038,0.036,0.0,0.0,0.0,0.0,,,,,,,,2021.0,18.91,0.032,0.031,0.0,0.0,0.0,0.0,,,,,,,,2021.0,18.91,0.148,0.141,0.0,0.0,0.0,0.0,,,,,,,2002-10-05,https://www.pro-football-reference.com/players/A/AbanIs00.htm
Ito Smith,RB,4.0,1995-09-11,19.97,2014.0,18.97,0.154,0.108,0.0,0.0,0.0,0.0,,,,,,,,2014.0,18.97,0.012,0.008,0.0,0.0,0.0,0.0,,,,,,,,2015.0,19.97,0.247,0.173,0.0,0.0,0.0,0.0,,,,,,,,2015.0,19.97,0.093,0.065,0.0,0.0,0.0,0.0,,,,,,,1995-09-11,https://www.pro-football-reference.com/players/S/SmitIt00.htm
J.D. Runnels,RB,6.0,1984-06-19,,2002.0,18.2,0.018,0.017,0.0,0.0,0.0,0.0,,,,,,,,2002.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2003.0,19.2,0.037,0.035,0.0,0.0,0.0,0.0,,,,,,,,2004.0,20.2,0.034,0.032,0.0,0.0,0.0,0.0,,,,,,,1984-06-19,https://www.pro-football-reference.com/players/R/RunnJ.00.htm
J.J. Arrington,RB,2.0,1983-01-23,,2003.0,20.61,0.171,0.103,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.61,0.078,0.047,0.0,0.0,0.0,0.0,,,,,,,,2004.0,21.61,0.021,0.013,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1983-01-23,https://www.pro-football-reference.com/players/A/ArriJ.00.htm
J.K. Dobbins,RB,2.0,1998-12-17,18.71,2017.0,18.71,0.031,0.031,0.0,0.0,0.0,0.0,,,,,,,,2017.0,18.71,0.28,0.28,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.71,0.046,0.046,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.71,0.205,0.205,0.0,0.0,0.0,0.0,,,,,,,1998-12-17,https://www.pro-football-reference.com/players/D/DobbJK00.htm
J.R. Redmond,RB,3.0,1977-09-28,25.92,2002.0,24.93,0.007,0.004,0.0,0.0,0.0,0.0,,,,,,,,2002.0,24.93,0.129,0.077,0.0,0.0,0.0,0.0,,,,,,,,2003.0,25.92,0.28,0.168,0.0,0.0,0.0,0.0,,,,,,,,2003.0,25.92,0.012,0.007,0.0,0.0,0.0,0.0,,,,,,,1977-09-28,https://www.pro-football-reference.com/players/R/RedmJ.00.htm
J.T. Wall,RB,7.0,1979-09-12,,2001.0,21.97,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.97,0.01,0.01,0.0,0.0,0.0,0.0,,,,,,,,2002.0,22.97,0.048,0.048,0.0,0.0,0.0,0.0,,,,,,,,2002.0,22.97,0.075,0.075,0.0,0.0,0.0,0.0,,,,,,,1979-09-12,https://en.wikipedia.org/wiki/J._T._Wall
Jacob Hester,RB,3.0,1985-05-08,,2004.0,19.32,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,2005.0,20.32,0.065,0.065,0.0,0.0,0.0,0.0,,,,,,,,2005.0,20.32,0.011,0.011,0.0,0.0,0.0,0.0,,,,,,,,2006.0,21.32,0.167,0.167,0.0,0.0,0.0,0.0,,,,,,,1985-05-08,https://www.pro-football-reference.com/players/H/HestJa00.htm
Jacory Croskey-Merritt,RB,7.0,2001-04-12,22.39,2023.0,22.39,0.728,0.553,0.0,0.0,0.0,0.0,,,,,,,,2023.0,22.39,0.043,0.033,0.0,0.0,0.0,0.0,,,,,,,,2024.0,23.39,0.046,0.043,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2001-04-12,https://en.wikipedia.org/wiki/Jacory_Croskey-Merritt
Jacquizz Rodgers,RB,5.0,1990-02-06,18.57,2008.0,18.57,0.058,0.035,0.0,0.0,0.0,0.0,,,,,,,,2008.0,18.57,0.414,0.248,0.0,0.0,0.0,0.0,,,,,,,,2009.0,19.57,0.661,0.397,0.024,0.014,0.0,0.0,,,,,,,,2009.0,19.57,0.096,0.058,0.024,0.014,0.0,0.0,,,,,,,1990-02-06,https://www.pro-football-reference.com/players/R/RodgJa00.htm
Jahmyr Gibbs,RB,1.0,2002-03-20,18.45,2020.0,18.45,0.258,0.245,0.0,0.0,0.0,0.0,,,,,,,,2020.0,18.45,0.183,0.174,0.0,0.0,0.0,0.0,,,,,,,,2021.0,19.45,0.155,0.147,0.0,0.0,0.0,0.0,,,,,,,,2021.0,19.45,0.268,0.255,0.0,0.0,0.0,0.0,,,,,,,2002-03-20,https://www.pro-football-reference.com/players/G/GibbJa01.htm
Jahvid Best,RB,1.0,1989-01-30,19.59,2007.0,18.58,0.036,0.021,0.0,0.0,0.0,0.0,,,,,,,,2007.0,18.58,0.083,0.05,0.0,0.0,0.0,0.0,,,,,,,,2008.0,19.59,0.07,0.042,0.0,0.0,0.0,0.0,,,,,,,,2008.0,19.59,0.62,0.372,0.0,0.0,0.0,0.0,,,,,,,1989-01-30,https://www.pro-football-reference.com/players/B/BestJa00.htm
Jake Funk,RB,7.0,1998-01-11,,2016.0,18.64,0.063,0.063,0.0,0.0,0.0,0.0,,,,,,,,2016.0,18.64,0.042,0.042,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.64,0.034,0.034,0.001,0.001,0.0,0.0,,,,,,,,2017.0,19.64,0.171,0.171,0.001,0.001,0.0,0.0,,,,,,,1998-01-11,https://www.pro-football-reference.com/players/F/FunkJa00.htm
Jalen Parmele,RB,6.0,1985-12-30,20.67,2004.0,18.67,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,2005.0,19.67,0.103,0.072,0.0,0.0,0.0,0.0,,,,,,,,2005.0,19.67,0.007,0.005,0.0,0.0,0.0,0.0,,,,,,,,2006.0,20.67,0.584,0.409,0.0,0.0,0.0,0.0,,,,,,,1985-12-30,https://www.pro-football-reference.com/players/P/ParmJa00.htm
Jalston Fowler,RB,4.0,1990-07-26,,2010.0,20.1,0.037,0.037,0.0,0.0,0.0,0.0,,,,,,,,2011.0,21.1,0.194,0.194,0.0,0.0,0.0,0.0,,,,,,,,2012.0,22.1,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2012.0,22.1,0.014,0.014,0.0,0.0,0.0,0.0,,,,,,,1990-07-26,https://www.pro-football-reference.com/players/F/FowlJa00.htm
Jamaal Charles,RB,3.0,1986-12-27,18.68,2005.0,18.68,0.354,0.336,0.0,0.0,0.0,0.0,,,,,,,,2005.0,18.68,0.064,0.061,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.68,0.253,0.24,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.68,0.047,0.045,0.0,0.0,0.0,0.0,,,,,,,1986-12-27,https://www.pro-football-reference.com/players/C/CharJa00.htm
Jamaal Williams,RB,4.0,1995-04-03,,2012.0,17.42,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2012.0,17.42,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2013.0,18.41,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2013.0,18.41,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1995-04-03,https://www.pro-football-reference.com/players/W/WillJa06.htm
Jamal Lewis,RB,1.0,1979-08-29,,2003.0,24.01,0.055,0.033,0.0,0.0,0.0,0.0,,,,,,,,2004.0,25.01,0.041,0.024,0.0,0.0,0.0,0.0,,,,,,,,2005.0,26.01,0.116,0.069,0.0,0.0,0.0,0.0,,,,,,,,2006.0,27.01,0.073,0.044,0.0,0.0,0.0,0.0,,,,,,,1979-08-29,https://www.pro-football-reference.com/players/L/LewiJa00.htm
Jamar Martin,RB,4.0,1980-04-12,,2000.0,20.39,0.073,0.073,0.0,0.0,0.0,0.0,,,,,,,,2000.0,20.39,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.39,0.076,0.076,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.39,0.022,0.022,0.0,0.0,0.0,0.0,,,,,,,1980-04-12,https://www.pro-football-reference.com/players/M/MartJa01.htm
Jameel Cook,RB,6.0,1979-02-08,,2000.0,21.56,0.045,0.045,0.0,0.0,0.0,0.0,,,,,,,,2000.0,21.56,0.068,0.068,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-02-08,https://www.pro-football-reference.com/players/C/CookJa00.htm
James Conner,RB,3.0,1995-05-05,18.33,2013.0,18.33,0.335,0.318,0.0,0.0,0.0,0.0,,,,,,,,2013.0,18.33,0.006,0.005,0.0,0.0,0.0,0.0,,,,,,,,2014.0,19.33,1.13,1.073,0.0,0.0,0.0,0.0,,,,,,,,2014.0,19.33,0.014,0.014,0.0,0.0,0.0,0.0,,,,,,,1995-05-05,https://www.pro-football-reference.com/players/C/ConnJa00.htm
James Cook,RB,2.0,1999-09-25,,2005.0,5.94,-0.0,-0.0,0.0,0.0,0.0,0.0,,,,,,,,2018.0,18.93,0.014,0.014,0.0,0.0,0.0,0.0,,,,,,,,2018.0,18.93,0.074,0.074,0.0,0.0,0.0,0.0,,,,,,,,2019.0,19.93,0.069,0.069,0.0,0.0,0.0,0.0,,,,,,,1999-09-25,https://www.pro-football-reference.com/players/C/CookJa01.htm
James Davis,RB,6.0,1979-04-26,26.35,2005.0,26.35,0.48,0.456,0.0,0.0,0.0,0.0,,,,,,,,2005.0,26.35,0.027,0.026,0.0,0.0,0.0,0.0,,,,,,,,2006.0,27.35,0.709,0.673,0.0,0.0,0.0,0.0,,,,,,,,2006.0,27.35,0.023,0.022,0.0,0.0,0.0,0.0,,,,,,,1979-04-26,https://www.pro-football-reference.com/players/D/DaviJa24.htm
James Jackson,RB,3.0,1976-08-04,,2000.0,24.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2000.0,24.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976-08-04,https://www.pro-football-reference.com/players/J/JackJa00.htm
James Starks,RB,6.0,1986-02-25,20.51,2006.0,20.51,0.498,0.349,0.0,0.0,0.0,0.0,,,,,,,,2006.0,20.51,0.053,0.037,0.0,0.0,0.0,0.0,,,,,,,,2007.0,21.51,0.122,0.085,0.001,0.001,0.0,0.0,,,,,,,,2007.0,21.51,0.586,0.41,0.001,0.001,0.0,0.0,,,,,,,1986-02-25,https://www.pro-football-reference.com/players/S/StarJa00.htm
James White,RB,4.0,1992-02-03,18.58,2010.0,18.58,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,2010.0,18.58,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2010.0,18.58,0.615,0.615,0.0,0.0,0.0,0.0,,,,,,,,2010.0,18.58,0.017,0.017,0.0,0.0,0.0,0.0,,,,,,,1992-02-03,https://www.pro-football-reference.com/players/W/WhitJa02.htm
Jamie Harper,RB,4.0,1989-09-11,,2008.0,18.97,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,2008.0,18.97,0.057,0.054,0.0,0.0,0.0,0.0,,,,,,,,2009.0,19.97,0.165,0.156,0.0,0.0,0.0,0.0,,,,,,,,2009.0,19.97,0.009,0.009,0.0,0.0,0.0,0.0,,,,,,,1989-09-11,https://www.pro-football-reference.com/players/H/HarpJa01.htm
Jarquez Hunter,RB,4.0,2002-12-29,19.67,2021.0,18.67,0.039,0.039,0.0,0.0,0.0,0.0,,,,,,,,2021.0,18.67,0.183,0.183,0.0,0.0,0.0,0.0,,,,,,,,2022.0,19.67,0.165,0.165,0.06,0.06,0.0,0.0,,,,,,,,2022.0,19.67,0.55,0.55,0.06,0.06,0.0,0.0,,,,,,,2002-12-29,https://www.pro-football-reference.com/players/H/HuntJa03.htm
Jarrett Ferguson,RB,7.0,1983-12-10,,2000.0,16.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2000.0,16.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,17.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,17.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1983-12-10,https://en.wikipedia.org/wiki/D'Brickashaw_Ferguson
Jarrod Baxter,RB,5.0,1979-03-09,21.48,2000.0,21.48,0.378,0.287,0.0,0.0,0.0,0.0,,,,,,,,2000.0,21.48,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2001.0,22.48,0.012,0.009,0.0,0.0,0.0,0.0,,,,,,,,2001.0,22.48,0.721,0.548,0.0,0.0,0.0,0.0,,,,,,,1979-03-09,https://www.pro-football-reference.com/players/B/BaxtJa00.htm
Jase McClellan,RB,6.0,2002-06-25,,2020.0,18.19,0.05,0.05,0.0,0.0,0.0,0.0,,,,,,,,2020.0,18.19,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2021.0,19.19,0.041,0.041,0.0,0.0,0.0,0.0,,,,,,,,2021.0,19.19,0.029,0.029,0.0,0.0,0.0,0.0,,,,,,,2002-06-25,https://www.pro-football-reference.com/players/M/McClJa05.htm
Jason Huntley,RB,5.0,1998-04-20,,2016.0,18.37,0.051,0.039,0.0,0.0,0.0,0.0,,,,,,,,2016.0,18.37,0.006,0.005,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.37,0.076,0.057,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.37,0.065,0.049,0.0,0.0,0.0,0.0,,,,,,,1998-04-20,https://www.pro-football-reference.com/players/H/HuntJa01.htm
Jason Snelling,RB,7.0,1983-12-29,,2002.0,18.67,0.111,0.106,0.0,0.0,0.0,0.0,,,,,,,,2002.0,18.67,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,2004.0,20.68,0.009,0.009,0.0,0.0,0.0,0.0,,,,,,,,2005.0,21.68,0.127,0.121,0.0,0.0,0.0,0.0,,,,,,,1983-12-29,https://www.pro-football-reference.com/players/S/SnelJa00.htm
